OTU_ID	sample_2353	sample_2160	sample_1861	sample_2187	sample_1533	sample_1828	sample_2262	sample_1728	sample_1799	sample_1758	sample_1760	sample_388	sample_1347	sample_1558	sample_1401	sample_607	sample_1546	sample_706	sample_1543	sample_1600	sample_2192	sample_1811	sample_566	sample_573	sample_2289	sample_1740	sample_1427	sample_1337	sample_1825	sample_483	sample_1522	sample_1832	sample_669	sample_2222	sample_473	sample_1500	sample_1475	sample_1520	sample_2158	sample_511	sample_469	sample_1489	sample_445	sample_2311	sample_1774	sample_2274	sample_520	sample_455	sample_1387	sample_424	sample_695	sample_1637	sample_1275	sample_1733	sample_429	sample_453	sample_2148	sample_1479	sample_1535	sample_1644	sample_1854	sample_743	sample_1464	sample_517	sample_1484	sample_1357	sample_1622	sample_1456	sample_433	sample_407	sample_2171	sample_685	sample_1269	sample_420	sample_535	sample_2281	sample_461	sample_2369	sample_382	sample_2167	sample_1707	sample_1560	sample_1443	sample_651	sample_1291	sample_2261	sample_574	sample_1276	sample_1372	sample_393	sample_565	sample_514	sample_1804	sample_1298	sample_2219	sample_1548	sample_726	sample_1263	sample_1678	sample_557
theta_p_31	49.0	54.0	38.0	16.0	67.0	61.0	41.0	3.0	12.0	10.0	84.0	18.0	99.0	14.0	187.0	91.0	9.0	14.0	9.0	20.0	316.0	11.0	19.0	27.0	4.0	46.0	27.0	125.0	26.0	10.0	129.0	43.0	23.0	29.0	4.0	4.0	16.0	36.0	19.0	11.0	8.0	3.0	42.0	5.0	30.0	20.0	21.0	33.0	9.0	31.0	23.0	17.0	45.0	451.0	36.0	20.0	19.0	63.0	143.0	33.0	14.0	27.0	10.0	1.0	43.0	15.0	11.0	20.0	7.0	1.0	13.0	198.0	15.0	14.0	68.0	16.0	33.0	8.0	2.0	9.0	117.0	21.0	9.0	126.0	20.0	130.0	27.0	5.0	60.0	56.0	13.0	58.0	14.0	15.0	43.0	16.0	14.0	20.0	65.0	107.0
theta_p_32	16.0	13.0	4.0	17.0	4.0	123.0	4.0	34.0	4.0	75.0	35.0	15.0	9.0	2.0	15.0	3.0	3.0	5.0	19.0	3.0	10.0	12.0	4.0	9.0	23.0	14.0	32.0	6.0	32.0	26.0	3.0	8.0	21.0	12.0	8.0	5.0	6.0	17.0	15.0	3.0	31.0	37.0	1.0	23.0	0.0	2.0	11.0	5.0	11.0	4.0	7.0	10.0	9.0	39.0	1.0	67.0	9.0	139.0	5.0	9.0	12.0	16.0	5.0	5.0	46.0	20.0	20.0	3.0	3.0	28.0	23.0	36.0	0.0	8.0	4.0	16.0	0.0	11.0	16.0	10.0	3.0	3.0	37.0	9.0	8.0	18.0	11.0	3.0	60.0	16.0	8.0	24.0	25.0	3.0	14.0	18.0	4.0	3.0	17.0	13.0
theta_p_33	14.0	16.0	34.0	22.0	10.0	11.0	22.0	7.0	0.0	74.0	59.0	3.0	26.0	9.0	21.0	11.0	10.0	6.0	10.0	71.0	8.0	2.0	29.0	16.0	12.0	4.0	72.0	12.0	32.0	12.0	11.0	9.0	62.0	8.0	8.0	9.0	51.0	16.0	14.0	25.0	26.0	22.0	6.0	4.0	12.0	36.0	4.0	6.0	8.0	9.0	49.0	12.0	20.0	42.0	8.0	7.0	13.0	66.0	6.0	43.0	6.0	55.0	62.0	19.0	10.0	31.0	1.0	50.0	4.0	3.0	41.0	63.0	12.0	32.0	30.0	11.0	16.0	8.0	3.0	2.0	21.0	83.0	75.0	22.0	9.0	10.0	25.0	17.0	20.0	71.0	14.0	16.0	58.0	4.0	5.0	27.0	6.0	13.0	10.0	5.0
theta_p_34	13.0	71.0	21.0	14.0	14.0	167.0	37.0	156.0	37.0	13.0	4.0	19.0	14.0	31.0	38.0	42.0	52.0	31.0	77.0	4.0	4.0	3.0	4.0	2.0	4.0	22.0	8.0	8.0	5.0	13.0	16.0	16.0	13.0	0.0	16.0	38.0	139.0	12.0	7.0	15.0	16.0	24.0	5.0	37.0	10.0	29.0	14.0	66.0	241.0	6.0	29.0	4.0	26.0	92.0	36.0	25.0	25.0	9.0	16.0	7.0	3.0	18.0	3.0	31.0	24.0	14.0	39.0	40.0	14.0	42.0	8.0	12.0	18.0	45.0	8.0	5.0	3.0	34.0	28.0	3.0	16.0	20.0	15.0	69.0	184.0	18.0	10.0	51.0	8.0	29.0	6.0	6.0	8.0	42.0	41.0	47.0	29.0	8.0	62.0	4.0
theta_p_35	4.0	18.0	93.0	11.0	4.0	21.0	20.0	8.0	127.0	15.0	68.0	28.0	4.0	4.0	9.0	199.0	26.0	4.0	4.0	9.0	15.0	23.0	14.0	14.0	12.0	6.0	18.0	43.0	5.0	29.0	34.0	14.0	9.0	11.0	17.0	5.0	40.0	14.0	160.0	4.0	26.0	6.0	4.0	14.0	33.0	102.0	7.0	8.0	22.0	68.0	38.0	11.0	4.0	97.0	7.0	12.0	41.0	1.0	18.0	171.0	101.0	25.0	21.0	3.0	12.0	159.0	33.0	5.0	21.0	35.0	8.0	14.0	11.0	26.0	24.0	2.0	59.0	13.0	60.0	216.0	100.0	13.0	11.0	16.0	20.0	27.0	21.0	21.0	33.0	10.0	31.0	26.0	44.0	8.0	16.0	20.0	12.0	30.0	42.0	63.0
theta_p_36	2.0	7.0	50.0	5.0	4.0	5.0	28.0	42.0	39.0	49.0	38.0	19.0	2.0	19.0	12.0	31.0	4.0	87.0	38.0	29.0	16.0	2.0	17.0	11.0	12.0	84.0	6.0	20.0	44.0	28.0	23.0	85.0	39.0	3.0	35.0	47.0	24.0	8.0	61.0	9.0	21.0	7.0	4.0	5.0	5.0	137.0	14.0	9.0	42.0	1.0	6.0	27.0	20.0	15.0	20.0	29.0	6.0	10.0	10.0	122.0	19.0	29.0	1.0	4.0	3.0	6.0	31.0	7.0	10.0	2.0	52.0	3.0	4.0	37.0	23.0	17.0	37.0	18.0	0.0	13.0	29.0	2.0	12.0	8.0	31.0	22.0	23.0	2.0	12.0	2.0	17.0	16.0	34.0	20.0	6.0	22.0	83.0	20.0	30.0	12.0
theta_p_37	24.0	20.0	32.0	4.0	5.0	67.0	4.0	15.0	26.0	20.0	74.0	6.0	4.0	5.0	17.0	7.0	5.0	27.0	3.0	40.0	66.0	10.0	8.0	30.0	23.0	3.0	54.0	24.0	27.0	8.0	33.0	25.0	1.0	99.0	17.0	43.0	15.0	4.0	5.0	15.0	25.0	5.0	2.0	2.0	3.0	25.0	3.0	26.0	13.0	11.0	17.0	41.0	22.0	0.0	8.0	36.0	12.0	37.0	6.0	16.0	18.0	42.0	42.0	34.0	38.0	13.0	44.0	20.0	42.0	33.0	17.0	15.0	3.0	2.0	23.0	57.0	33.0	10.0	2.0	34.0	24.0	4.0	8.0	14.0	3.0	3.0	35.0	13.0	4.0	41.0	6.0	3.0	27.0	46.0	33.0	11.0	15.0	29.0	14.0	17.0
theta_p_38	101.0	30.0	7.0	33.0	7.0	14.0	4.0	55.0	70.0	5.0	12.0	1.0	28.0	15.0	25.0	5.0	4.0	6.0	14.0	15.0	4.0	6.0	12.0	44.0	8.0	36.0	23.0	140.0	101.0	8.0	52.0	5.0	24.0	62.0	13.0	20.0	24.0	28.0	32.0	6.0	24.0	21.0	17.0	24.0	12.0	11.0	10.0	20.0	11.0	41.0	12.0	14.0	9.0	44.0	7.0	29.0	7.0	3.0	32.0	13.0	91.0	5.0	8.0	1.0	14.0	4.0	20.0	57.0	12.0	10.0	40.0	18.0	17.0	2.0	10.0	14.0	19.0	11.0	34.0	2.0	0.0	9.0	38.0	47.0	26.0	36.0	44.0	2.0	23.0	10.0	19.0	0.0	45.0	12.0	4.0	24.0	52.0	5.0	37.0	41.0
theta_p_39	6.0	3.0	0.0	10.0	7.0	6.0	10.0	13.0	2.0	2.0	2.0	1.0	42.0	4.0	1.0	105.0	8.0	7.0	2.0	3.0	4.0	6.0	11.0	9.0	0.0	9.0	10.0	10.0	28.0	10.0	3.0	7.0	9.0	12.0	7.0	10.0	2.0	2.0	25.0	0.0	0.0	7.0	1.0	3.0	12.0	17.0	2.0	5.0	4.0	2.0	2.0	26.0	3.0	0.0	4.0	0.0	4.0	7.0	2.0	7.0	7.0	27.0	2.0	2.0	2.0	5.0	0.0	7.0	4.0	2.0	4.0	17.0	8.0	7.0	14.0	2.0	5.0	2.0	0.0	16.0	2.0	5.0	8.0	4.0	6.0	8.0	22.0	11.0	4.0	4.0	6.0	0.0	3.0	8.0	2.0	6.0	22.0	7.0	4.0	3.0
theta_p_40	5.0	32.0	3.0	7.0	12.0	17.0	28.0	10.0	6.0	10.0	15.0	16.0	5.0	64.0	2.0	9.0	63.0	48.0	2.0	4.0	38.0	12.0	51.0	50.0	10.0	22.0	8.0	4.0	18.0	9.0	4.0	22.0	6.0	10.0	48.0	15.0	19.0	22.0	27.0	3.0	6.0	14.0	19.0	18.0	10.0	44.0	11.0	5.0	11.0	8.0	1.0	8.0	13.0	15.0	40.0	89.0	23.0	79.0	4.0	41.0	8.0	17.0	13.0	3.0	16.0	2.0	3.0	13.0	1.0	136.0	7.0	12.0	7.0	1.0	0.0	4.0	2.0	14.0	5.0	4.0	6.0	48.0	22.0	8.0	2.0	24.0	49.0	7.0	3.0	2.0	8.0	66.0	26.0	12.0	10.0	47.0	9.0	7.0	3.0	4.0
theta_p_41	35.0	3.0	53.0	88.0	6.0	74.0	45.0	15.0	30.0	31.0	11.0	12.0	27.0	61.0	25.0	20.0	37.0	13.0	34.0	15.0	34.0	1.0	43.0	53.0	58.0	16.0	10.0	6.0	34.0	22.0	9.0	20.0	13.0	22.0	6.0	39.0	10.0	105.0	17.0	43.0	65.0	14.0	6.0	16.0	3.0	6.0	2.0	20.0	138.0	56.0	37.0	12.0	8.0	8.0	7.0	10.0	28.0	10.0	7.0	29.0	27.0	79.0	9.0	2.0	9.0	6.0	22.0	43.0	45.0	9.0	23.0	25.0	23.0	16.0	19.0	22.0	10.0	2.0	31.0	9.0	2.0	3.0	55.0	10.0	41.0	86.0	30.0	5.0	13.0	7.0	11.0	33.0	80.0	9.0	30.0	7.0	0.0	19.0	79.0	23.0
theta_p_42	8.0	14.0	8.0	6.0	53.0	6.0	48.0	13.0	12.0	24.0	61.0	10.0	6.0	3.0	34.0	14.0	52.0	14.0	2.0	4.0	50.0	7.0	3.0	14.0	5.0	4.0	40.0	6.0	35.0	4.0	5.0	32.0	8.0	4.0	48.0	13.0	30.0	41.0	32.0	9.0	5.0	9.0	0.0	3.0	16.0	24.0	5.0	2.0	29.0	4.0	7.0	24.0	108.0	0.0	12.0	44.0	4.0	27.0	8.0	6.0	69.0	19.0	35.0	5.0	27.0	47.0	16.0	47.0	7.0	5.0	7.0	28.0	14.0	7.0	24.0	15.0	3.0	25.0	23.0	3.0	28.0	24.0	31.0	68.0	22.0	22.0	11.0	19.0	8.0	11.0	7.0	41.0	9.0	31.0	3.0	2.0	12.0	13.0	18.0	2.0
theta_p_43	30.0	4.0	51.0	27.0	20.0	10.0	15.0	70.0	15.0	16.0	6.0	6.0	17.0	12.0	13.0	12.0	3.0	41.0	6.0	18.0	3.0	12.0	8.0	3.0	10.0	28.0	36.0	0.0	14.0	28.0	25.0	71.0	16.0	0.0	7.0	14.0	14.0	16.0	46.0	7.0	4.0	23.0	10.0	8.0	8.0	37.0	1.0	5.0	6.0	1.0	21.0	14.0	8.0	54.0	6.0	16.0	9.0	2.0	21.0	4.0	3.0	47.0	47.0	3.0	15.0	7.0	12.0	3.0	14.0	28.0	38.0	20.0	30.0	19.0	8.0	1.0	8.0	19.0	37.0	14.0	7.0	33.0	10.0	43.0	9.0	9.0	4.0	2.0	44.0	4.0	58.0	5.0	12.0	32.0	7.0	4.0	132.0	92.0	20.0	23.0
theta_p_44	22.0	34.0	4.0	37.0	11.0	44.0	27.0	21.0	5.0	12.0	23.0	11.0	31.0	25.0	10.0	67.0	33.0	20.0	30.0	8.0	56.0	17.0	22.0	24.0	62.0	27.0	9.0	17.0	28.0	26.0	31.0	40.0	17.0	122.0	13.0	41.0	3.0	17.0	6.0	48.0	15.0	18.0	11.0	41.0	61.0	57.0	51.0	11.0	5.0	39.0	1.0	9.0	9.0	75.0	2.0	297.0	4.0	6.0	16.0	29.0	14.0	19.0	14.0	11.0	3.0	42.0	16.0	69.0	3.0	14.0	65.0	11.0	31.0	20.0	10.0	12.0	34.0	17.0	68.0	4.0	0.0	12.0	4.0	61.0	8.0	11.0	62.0	62.0	41.0	24.0	7.0	10.0	22.0	3.0	63.0	30.0	5.0	48.0	67.0	3.0
theta_p_45	17.0	8.0	28.0	14.0	5.0	17.0	35.0	37.0	14.0	10.0	17.0	42.0	1.0	5.0	4.0	17.0	9.0	17.0	4.0	14.0	21.0	13.0	3.0	7.0	11.0	5.0	15.0	0.0	12.0	23.0	14.0	18.0	10.0	25.0	35.0	16.0	12.0	29.0	7.0	6.0	50.0	10.0	61.0	4.0	8.0	3.0	22.0	42.0	10.0	16.0	20.0	13.0	23.0	12.0	4.0	16.0	13.0	66.0	18.0	14.0	5.0	33.0	2.0	16.0	12.0	11.0	8.0	19.0	33.0	32.0	2.0	11.0	29.0	8.0	12.0	14.0	4.0	7.0	16.0	10.0	16.0	5.0	14.0	76.0	14.0	59.0	14.0	3.0	0.0	9.0	17.0	8.0	8.0	17.0	4.0	0.0	1.0	8.0	18.0	30.0
theta_p_46	11.0	2.0	16.0	8.0	1.0	2.0	21.0	21.0	13.0	39.0	6.0	1.0	14.0	5.0	2.0	55.0	17.0	11.0	6.0	19.0	5.0	15.0	5.0	19.0	7.0	0.0	19.0	5.0	12.0	5.0	5.0	16.0	13.0	10.0	4.0	10.0	3.0	15.0	5.0	1.0	10.0	21.0	5.0	1.0	11.0	3.0	7.0	10.0	4.0	22.0	8.0	27.0	9.0	17.0	32.0	7.0	2.0	10.0	17.0	8.0	23.0	13.0	6.0	10.0	40.0	0.0	15.0	7.0	25.0	16.0	6.0	6.0	12.0	5.0	13.0	16.0	19.0	18.0	5.0	4.0	26.0	17.0	8.0	20.0	1.0	36.0	16.0	13.0	28.0	12.0	3.0	13.0	31.0	50.0	4.0	5.0	14.0	4.0	19.0	56.0
theta_p_47	18.0	4.0	11.0	23.0	119.0	12.0	12.0	76.0	10.0	46.0	22.0	9.0	25.0	21.0	9.0	1.0	4.0	7.0	4.0	103.0	12.0	26.0	21.0	8.0	3.0	9.0	68.0	4.0	10.0	5.0	4.0	28.0	21.0	67.0	21.0	11.0	2.0	20.0	15.0	37.0	19.0	5.0	7.0	36.0	23.0	44.0	7.0	15.0	14.0	72.0	31.0	55.0	24.0	6.0	25.0	20.0	2.0	61.0	14.0	19.0	57.0	79.0	63.0	8.0	26.0	7.0	10.0	25.0	85.0	69.0	16.0	42.0	24.0	120.0	11.0	17.0	8.0	6.0	3.0	8.0	25.0	31.0	13.0	14.0	26.0	15.0	14.0	4.0	25.0	35.0	10.0	17.0	16.0	4.0	0.0	20.0	23.0	29.0	39.0	32.0
theta_p_48	30.0	64.0	18.0	16.0	6.0	5.0	155.0	190.0	22.0	4.0	11.0	41.0	252.0	123.0	3.0	12.0	10.0	6.0	4.0	34.0	30.0	20.0	42.0	14.0	20.0	17.0	164.0	6.0	25.0	6.0	6.0	41.0	1.0	16.0	17.0	61.0	50.0	89.0	34.0	149.0	1.0	15.0	9.0	17.0	2.0	81.0	21.0	16.0	2.0	75.0	25.0	14.0	19.0	7.0	14.0	15.0	0.0	3.0	12.0	79.0	11.0	36.0	47.0	1.0	7.0	11.0	22.0	67.0	3.0	9.0	25.0	51.0	21.0	23.0	40.0	5.0	23.0	9.0	6.0	8.0	95.0	19.0	38.0	4.0	10.0	126.0	10.0	5.0	35.0	6.0	21.0	12.0	36.0	35.0	24.0	44.0	11.0	12.0	18.0	59.0
theta_p_49	186.0	28.0	90.0	8.0	3.0	6.0	122.0	5.0	69.0	30.0	4.0	31.0	6.0	30.0	72.0	43.0	12.0	15.0	6.0	14.0	26.0	12.0	8.0	1.0	8.0	148.0	7.0	63.0	8.0	24.0	2.0	14.0	34.0	5.0	24.0	20.0	9.0	23.0	10.0	15.0	29.0	7.0	349.0	2.0	45.0	6.0	32.0	4.0	6.0	23.0	2.0	39.0	11.0	60.0	34.0	21.0	62.0	23.0	13.0	29.0	33.0	14.0	7.0	21.0	23.0	24.0	49.0	8.0	4.0	21.0	22.0	9.0	21.0	32.0	20.0	8.0	16.0	0.0	5.0	12.0	1.0	22.0	8.0	14.0	19.0	6.0	28.0	52.0	12.0	16.0	8.0	8.0	3.0	9.0	32.0	6.0	26.0	4.0	4.0	58.0
theta_p_50	18.0	10.0	16.0	2.0	36.0	6.0	109.0	47.0	7.0	35.0	11.0	0.0	3.0	26.0	16.0	51.0	12.0	46.0	44.0	14.0	186.0	8.0	9.0	2.0	17.0	13.0	14.0	2.0	33.0	7.0	5.0	13.0	14.0	324.0	41.0	138.0	14.0	2.0	3.0	5.0	16.0	6.0	2.0	5.0	18.0	33.0	6.0	15.0	36.0	7.0	10.0	30.0	13.0	8.0	4.0	37.0	12.0	4.0	6.0	11.0	18.0	13.0	22.0	1.0	22.0	26.0	7.0	21.0	9.0	12.0	18.0	2.0	4.0	51.0	2.0	83.0	67.0	5.0	12.0	7.0	2.0	29.0	133.0	11.0	13.0	13.0	15.0	2.0	3.0	0.0	16.0	34.0	8.0	19.0	0.0	19.0	8.0	27.0	10.0	13.0
theta_p_51	6.0	8.0	1.0	22.0	3.0	9.0	8.0	26.0	18.0	36.0	37.0	21.0	54.0	62.0	4.0	6.0	3.0	12.0	3.0	12.0	14.0	16.0	5.0	6.0	6.0	3.0	16.0	2.0	12.0	7.0	4.0	1.0	9.0	17.0	50.0	7.0	0.0	9.0	12.0	22.0	10.0	26.0	6.0	0.0	5.0	3.0	3.0	13.0	19.0	6.0	3.0	8.0	6.0	112.0	35.0	5.0	16.0	87.0	4.0	38.0	45.0	29.0	6.0	3.0	2.0	5.0	11.0	6.0	20.0	8.0	11.0	5.0	4.0	92.0	9.0	17.0	15.0	1.0	7.0	21.0	3.0	18.0	24.0	10.0	17.0	26.0	11.0	9.0	4.0	5.0	20.0	20.0	2.0	51.0	4.0	0.0	44.0	9.0	17.0	39.0
theta_p_52	7.0	19.0	9.0	18.0	15.0	52.0	11.0	6.0	15.0	5.0	16.0	8.0	3.0	4.0	25.0	38.0	2.0	20.0	1.0	8.0	35.0	14.0	1.0	5.0	9.0	4.0	7.0	29.0	2.0	8.0	7.0	8.0	222.0	3.0	17.0	16.0	45.0	45.0	18.0	2.0	9.0	17.0	10.0	10.0	18.0	42.0	30.0	57.0	13.0	17.0	6.0	3.0	14.0	21.0	0.0	28.0	0.0	32.0	8.0	11.0	11.0	0.0	11.0	1.0	9.0	10.0	5.0	72.0	13.0	10.0	7.0	9.0	12.0	49.0	179.0	12.0	6.0	27.0	14.0	2.0	12.0	20.0	24.0	16.0	11.0	10.0	22.0	4.0	63.0	23.0	6.0	20.0	34.0	10.0	5.0	10.0	53.0	9.0	65.0	26.0
theta_p_53	0.0	2.0	1.0	8.0	0.0	3.0	0.0	3.0	4.0	1.0	2.0	0.0	3.0	3.0	2.0	4.0	6.0	1.0	0.0	17.0	4.0	6.0	5.0	0.0	6.0	4.0	1.0	0.0	10.0	0.0	23.0	1.0	0.0	0.0	0.0	5.0	8.0	2.0	0.0	2.0	6.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	3.0	4.0	9.0	1.0	1.0	4.0	2.0	2.0	0.0	0.0	0.0	1.0	6.0	14.0	6.0	0.0	2.0	16.0	0.0	4.0	3.0	2.0	1.0	0.0	5.0	1.0	6.0	7.0	3.0	4.0	0.0	1.0	4.0	0.0	5.0	17.0	7.0	5.0	0.0	1.0	7.0	0.0	15.0	3.0	2.0	4.0	2.0	0.0	0.0	1.0	4.0	0.0
theta_p_54	27.0	11.0	36.0	75.0	5.0	38.0	29.0	113.0	26.0	41.0	10.0	258.0	4.0	30.0	6.0	3.0	30.0	11.0	50.0	75.0	4.0	7.0	10.0	4.0	35.0	44.0	4.0	31.0	14.0	8.0	23.0	2.0	42.0	4.0	40.0	36.0	43.0	13.0	14.0	24.0	1.0	35.0	25.0	1.0	11.0	65.0	10.0	0.0	16.0	6.0	13.0	39.0	36.0	65.0	50.0	61.0	12.0	21.0	8.0	38.0	6.0	16.0	34.0	7.0	7.0	8.0	43.0	29.0	38.0	19.0	7.0	6.0	45.0	34.0	12.0	30.0	28.0	27.0	156.0	2.0	12.0	3.0	13.0	30.0	8.0	19.0	4.0	7.0	28.0	0.0	16.0	16.0	0.0	134.0	30.0	18.0	15.0	67.0	8.0	34.0
theta_p_55	8.0	5.0	39.0	8.0	6.0	67.0	7.0	83.0	11.0	12.0	49.0	9.0	2.0	1.0	7.0	4.0	25.0	12.0	10.0	44.0	56.0	68.0	5.0	3.0	5.0	13.0	23.0	12.0	5.0	27.0	2.0	35.0	18.0	35.0	11.0	5.0	22.0	10.0	4.0	29.0	10.0	24.0	13.0	27.0	2.0	5.0	22.0	3.0	4.0	58.0	14.0	13.0	39.0	2.0	19.0	31.0	15.0	8.0	5.0	17.0	7.0	8.0	16.0	11.0	7.0	9.0	29.0	5.0	17.0	16.0	11.0	37.0	65.0	8.0	73.0	42.0	10.0	6.0	38.0	3.0	39.0	47.0	59.0	17.0	5.0	7.0	11.0	11.0	26.0	31.0	16.0	16.0	17.0	7.0	30.0	13.0	184.0	91.0	5.0	32.0
theta_p_56	4.0	13.0	80.0	19.0	30.0	2.0	2.0	52.0	64.0	6.0	7.0	21.0	38.0	94.0	11.0	3.0	1.0	15.0	24.0	11.0	12.0	33.0	46.0	3.0	11.0	21.0	3.0	3.0	3.0	9.0	41.0	16.0	6.0	24.0	9.0	12.0	12.0	32.0	5.0	8.0	27.0	37.0	22.0	24.0	32.0	10.0	12.0	112.0	1.0	16.0	8.0	92.0	3.0	19.0	5.0	17.0	17.0	1.0	16.0	19.0	21.0	25.0	8.0	17.0	17.0	0.0	56.0	69.0	10.0	20.0	15.0	89.0	65.0	0.0	20.0	47.0	12.0	16.0	31.0	58.0	21.0	12.0	11.0	5.0	15.0	1.0	16.0	3.0	53.0	13.0	14.0	9.0	14.0	119.0	8.0	20.0	14.0	2.0	22.0	1.0
theta_p_57	27.0	4.0	4.0	45.0	15.0	7.0	13.0	22.0	10.0	25.0	13.0	12.0	6.0	7.0	52.0	11.0	6.0	32.0	6.0	8.0	9.0	44.0	95.0	16.0	9.0	6.0	38.0	9.0	3.0	7.0	4.0	56.0	6.0	8.0	4.0	12.0	130.0	10.0	46.0	1.0	2.0	9.0	159.0	14.0	21.0	58.0	10.0	3.0	12.0	13.0	11.0	55.0	7.0	12.0	10.0	6.0	13.0	6.0	8.0	5.0	20.0	34.0	5.0	9.0	15.0	4.0	12.0	8.0	7.0	6.0	4.0	13.0	5.0	6.0	4.0	12.0	8.0	13.0	10.0	1.0	5.0	13.0	2.0	2.0	1.0	6.0	7.0	1.0	5.0	3.0	15.0	12.0	3.0	8.0	1.0	9.0	5.0	8.0	12.0	8.0
theta_p_58	30.0	7.0	18.0	43.0	23.0	11.0	15.0	3.0	2.0	4.0	19.0	13.0	155.0	7.0	5.0	13.0	10.0	8.0	19.0	10.0	5.0	20.0	69.0	5.0	20.0	13.0	18.0	5.0	62.0	7.0	55.0	13.0	16.0	27.0	77.0	13.0	37.0	76.0	2.0	18.0	174.0	4.0	1.0	2.0	39.0	6.0	7.0	12.0	53.0	30.0	6.0	8.0	3.0	92.0	26.0	1.0	2.0	9.0	14.0	10.0	33.0	13.0	30.0	5.0	5.0	11.0	11.0	50.0	23.0	1.0	14.0	3.0	13.0	19.0	10.0	15.0	29.0	24.0	16.0	15.0	38.0	15.0	18.0	6.0	11.0	7.0	7.0	9.0	42.0	7.0	4.0	8.0	3.0	5.0	25.0	28.0	33.0	4.0	42.0	5.0
theta_p_59	5.0	11.0	2.0	0.0	23.0	20.0	44.0	9.0	90.0	1.0	41.0	15.0	3.0	4.0	5.0	8.0	30.0	54.0	27.0	85.0	13.0	5.0	4.0	48.0	17.0	3.0	1.0	3.0	3.0	5.0	29.0	18.0	44.0	12.0	5.0	48.0	23.0	10.0	6.0	13.0	1.0	119.0	4.0	13.0	41.0	10.0	4.0	21.0	2.0	13.0	18.0	31.0	3.0	15.0	2.0	27.0	4.0	14.0	11.0	8.0	14.0	27.0	39.0	14.0	13.0	5.0	49.0	25.0	15.0	8.0	7.0	9.0	23.0	4.0	27.0	18.0	13.0	28.0	10.0	5.0	18.0	15.0	4.0	2.0	21.0	8.0	87.0	16.0	4.0	6.0	19.0	5.0	23.0	63.0	32.0	1.0	38.0	10.0	3.0	12.0
theta_p_60	16.0	1.0	144.0	9.0	7.0	7.0	31.0	33.0	18.0	85.0	7.0	8.0	7.0	8.0	0.0	3.0	10.0	47.0	12.0	5.0	1.0	5.0	4.0	7.0	17.0	221.0	5.0	25.0	38.0	19.0	42.0	11.0	13.0	4.0	25.0	6.0	41.0	29.0	22.0	20.0	15.0	242.0	6.0	6.0	3.0	10.0	24.0	29.0	11.0	109.0	9.0	17.0	5.0	18.0	3.0	9.0	33.0	18.0	31.0	4.0	6.0	13.0	0.0	70.0	29.0	38.0	117.0	26.0	4.0	20.0	131.0	19.0	6.0	2.0	16.0	17.0	40.0	8.0	3.0	13.0	42.0	7.0	16.0	10.0	14.0	24.0	28.0	3.0	6.0	67.0	16.0	35.0	17.0	35.0	9.0	42.0	4.0	89.0	38.0	20.0
theta_p_61	1.0	14.0	34.0	27.0	21.0	17.0	47.0	65.0	31.0	12.0	34.0	24.0	11.0	24.0	4.0	38.0	10.0	19.0	12.0	18.0	54.0	8.0	6.0	103.0	40.0	25.0	2.0	4.0	16.0	0.0	2.0	7.0	25.0	17.0	39.0	56.0	10.0	1.0	23.0	40.0	2.0	20.0	1.0	7.0	12.0	24.0	8.0	16.0	65.0	4.0	7.0	105.0	10.0	4.0	34.0	156.0	2.0	8.0	4.0	11.0	102.0	90.0	29.0	3.0	14.0	4.0	23.0	14.0	62.0	73.0	1.0	1.0	46.0	46.0	81.0	7.0	16.0	56.0	14.0	9.0	55.0	19.0	17.0	7.0	2.0	30.0	139.0	10.0	15.0	27.0	21.0	12.0	45.0	5.0	43.0	66.0	30.0	18.0	13.0	43.0
theta_p_62	4.0	9.0	18.0	3.0	3.0	41.0	150.0	58.0	6.0	19.0	12.0	4.0	15.0	74.0	11.0	34.0	5.0	28.0	37.0	29.0	19.0	41.0	9.0	43.0	5.0	48.0	55.0	14.0	10.0	8.0	20.0	4.0	60.0	54.0	9.0	30.0	114.0	33.0	12.0	8.0	5.0	27.0	4.0	9.0	7.0	8.0	15.0	27.0	21.0	3.0	14.0	1.0	11.0	19.0	8.0	60.0	50.0	28.0	52.0	4.0	76.0	32.0	4.0	29.0	13.0	55.0	16.0	43.0	7.0	21.0	54.0	21.0	16.0	3.0	9.0	45.0	62.0	37.0	16.0	10.0	3.0	6.0	21.0	7.0	3.0	11.0	21.0	1.0	8.0	21.0	18.0	17.0	211.0	15.0	11.0	30.0	223.0	6.0	12.0	15.0
